ID_R,Author,Year,TypeReport,ImpactFactor,Theory_A,Theory_B,Theory_C,Hypotheses,Definition,ID_S,ID_RS,Preregistration,TypeStudy,Country,StudyYear,SampleSize,GeneralPop,StudentPop,SampleExact,NR-AT,RR,AgeMean,AgeSD,AgeRange,FemaleP,LiberalP,LiberalMean,LiberalSD,LiberalRange,Liberal,LiberalCat,WhiteP,MuslimP,EthCat,ID_IV,IV_Exact,IV_Code,IV_Quality,Attack,ExactAttack,Type,Distance,Casualties,CasualtiesCat,DomesticTerror,Control_Condition,IV_2,ID_DV,DV_Exact,DV_Time,Time_Cat,DV_Code,Alpha,DV_Quality,OA_Category,OA_Target_A,OA_Similarity,PA_Category,Name,Incumbent,Republican,Gender,ID_ES,PlaceInformation,Test,estimate,sd,n,m_c,sd_c,n_c,m_t,sd_t,n_t,corT1T2,Direction,Regression,Correlation,Variance,SE,Fisher,Variance_F,SE_F,ESS,Power,ID_ES_Unique
10166,Nilsen et al.,2019,1,2.129,NA,NA,NA,0,0,1,101661,0,3,Norway,2011,325,0,0,Terror survivors,1,65.65656565656566,19.7,4.6,NA,47.1,NA,NA,NA,NA,NA,1,NA,NA,4,1,Anxiety and depression,14,1,1,2011 Utoya attacks,2,2,77,1,1,NA,NA,1,Trust in police,0,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,Table 3 on p. 6,r,-0.3,NA,325,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.3,0.002556,0.050557,-0.30952,0.003106,0.055731,325,0.99984214262845,1268
10166,Nilsen et al.,2019,1,2.129,NA,NA,NA,0,0,2,101662,0,3,Norway,2011,453,0,0,Parents of terror survivors,0,NA,48.4,6.5,NA,56.7,NA,NA,NA,NA,NA,1,NA,NA,4,1,Anxiety and depression,14,1,1,2011 Utoya attacks,2,2,77,1,1,NA,NA,1,Trust in police,0,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,9,Table 4 on p. 6,r,-0.09,NA,453,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.09,0.002177,0.046658,-0.090244,0.002222,0.047138,453,0.482590165015885,1276
10167,Niwa et al.,2016,1,2.48,Stereotypes,Social-learning,Ecological systems theory,1,0,1,101671,0,3,Israel,2007,1501,0,1,Adolescents,1,92,11,NA,NA,50,NA,NA,NA,NA,NA,4,NA,NA,3,1,Self-reported exposure to political violence,6,1,1,Israeli-Palestinian conflict,6,2,NA,2,1,NA,NA,1,Stereotypes,0,NA,2,0.7,3,2,3,2,99,NA,NA,NA,NA,1,Table 2 on p. 172,r,0.21,NA,1501,NA,NA,NA,NA,NA,NA,NA,NA,0,0.21,6.09e-4,0.024678,0.213171,6.68e-4,0.025846,1501,0.999999999844545,1284
10168,Norris,2017,1,0,Authoritarianism & Threat,NA,NA,1,0,1,101681,0,2,UK,2005,227,1,0,British population,0,NA,52,18,NA,56.8281938325991,NA,NA,NA,NA,NA,3,NA,NA,2,1,Terrorist attack,1,0,1,7/07 London Bombings,1,2,56,1,0,NA,NA,1,Authoritarianism,1,NA,1,0.874,3,NA,NA,NA,5,NA,NA,NA,NA,1,Text on p. 578,t-test,-0.466,NA,NA,NA,NA,98,NA,NA,129,NA,NA,0,0.031052,0.004416,0.066453,0.031062,0.004464,0.066813,227,0.0751262806307691,1287
10169,Nugier et al.,2016,1,0,TMT,NA,NA,1,0,1,101691,0,2,France,2015,149,0,1,University students,0,NA,19.07,1.7,NA,84.6,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorist attack,1,0,1,Charlie Hebdo attacks,1,2,12,1,0,NA,Control,1,Group threat,1,NA,2,0.79,3,2,2,1,99,NA,NA,NA,NA,1,Table 1 on p. 81,d,1,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,0,0.333384,0.024872,0.157709,0.346631,0.037037,0.19245,30,0.44702911185509703,1288
10170,"Nussio, Bove, & Steele",2019,1,3.058,"Proximity and Immigration; elements of TMT, emotion, threat perceptions, contact theory, etc. as well.",NA,NA,1,0,1,101701,0,2,EU,2015,7224,1,0,Europeans,0,NA,49.293499999999995,NA,NA,53.8,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,1,1,November 2015 Paris attacks,1,2,130,2,0,NA,NA,1,Attitudes towards refugees,1,NA,2,NA,1,3,2,1,99,NA,NA,NA,NA,1,Mail correspondence,"m, sd",NA,NA,NA,0.52,0.33,2703,0.59,0.31,3082,NA,NA,0,0.108663,1.68e-4,0.012961,0.109094,1.73e-4,0.013153,5785,0.999999999882216,1308
10171,"Obaidi, Kunst, & Kteily",2018,1,2.048,ITT,NA,NA,1,0,1,101711,0,3,Norway,NA,205,0,0,Snowball sampling on Facebook,0,NA,30.26,12.11,NA,56.6,40.5,NA,NA,NA,NA,3,NA,0,2,1,Perceived terror threat,10,1,0,NA,1,1,NA,-99,0,NA,NA,1,Symbolic threat (muslims),0,NA,2,0.93,3,2,3,2,99,NA,NA,NA,NA,1,Table 1 op p. 571,r,0.36,NA,204,NA,NA,NA,NA,NA,NA,NA,NA,0,0.36,0.003732,0.06109,0.376886,0.004975,0.070534,204,0.999657127284234,1310
10171,"Obaidi, Kunst, & Kteily",2018,1,2.048,ITT,NA,NA,1,0,2,101712,0,3,US,NA,204,2,0,MTurkers,0,NA,34.77,11.09,NA,45.5,NA,NA,NA,NA,NA,4,77.1,0,2,1,Perceived terror threat,10,1,0,NA,1,1,NA,-99,0,NA,NA,1,Symbolic threat (muslims),0,NA,2,0.98,3,2,3,2,99,NA,NA,NA,NA,4,Table 3 on p. 573,r,0.44,NA,205,NA,NA,NA,NA,NA,NA,NA,NA,0,0.44,0.003188,0.056462,0.472231,0.00495,0.070356,205,0.999999062062415,1313
10172,Onraet & Van Hiel,2013,1,0.632,Societal vs. personal threat,TMT,NA,2,0,1,101721,0,3,Netherlands,NA,588,1,0,Dutch adults,1,74,50.73,15.11,NA,47,NA,NA,NA,NA,NA,4,NA,NA,4,1,Perceived personal threat,9,1,0,NA,0,0,NA,-99,-99,NA,NA,1,RWA,0,NA,1,0.71,3,NA,NA,NA,5,NA,NA,NA,NA,1,Table 1 on p. 28,r,0.22,NA,588,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.001543,0.039281,0.223656,0.001709,0.04134,588,0.999723682377426,1316
10173,Onraet et al.,2013,1,2.703,Internal vs. external threat,NA,NA,2,0,1,101731,0,3,Netherlands,NA,300,1,0,Dutch adults,0,NA,51.13,15.44,NA,44,NA,NA,NA,NA,NA,3,NA,NA,4,1,Perceived threat,9,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Symbolic group threat,0,NA,2,0.83,3,2,2,0,99,NA,NA,NA,NA,1,Table 1 on p. 236,r,0.14,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,0,0.14,0.003215,0.056701,0.140926,0.003367,0.058026,300,0.68164248607282,1324
10173,Onraet et al.,2013,1,2.703,Internal vs. external threat,NA,NA,2,0,2,101732,0,3,Netherlands,NA,800,1,0,Dutch adults,0,NA,49.46,15.42,NA,46,NA,NA,NA,NA,NA,3,NA,NA,4,1,Perceived threat,9,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Symbolic group threat,0,NA,2,0.8,3,2,2,0,99,NA,NA,NA,NA,4,Table 1 on p. 236,r,0.24,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,0,0.24,0.001112,0.033347,0.244774,0.001255,0.035426,800,0.999999637172042,1327
10174,Oswald,2005,1,0.642,ITT,Self-categorization,SIT,2,0,1,101741,0,3,US,2001,201,2,0,Opt-in web survey,0,NA,NA,NA,NA,52.6,NA,NA,NA,NA,NA,4,69.2,NA,3,1,Perceived national threat: item 1,10,0,0,NA,0,0,NA,-99,-99,NA,NA,1,Prejudice (target: Arabs),0,NA,2,0.9,3,1,3,0,99,NA,NA,NA,NA,1,Table 3 on p. 1789,beta,0.13,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,1,0.13,0.004832,0.069513,0.13074,0.005051,0.07107,201,0.453738974826142,1333
10175,Pearce et al.,2019,1,2.898,Risk Theory,Protection motivation theory,NA,2,0,1,101751,0,1,UK,2016,1500,2,0,British population (online panels),0,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,4,90.6,NA,2,1,"Run, Hide, Tell campaign",5,1,0,NA,0,0,NA,-99,-99,NA,Leaflet,1,Trust in police,0,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,Table 1 on p. 1683,"m, sd",NA,NA,NA,3.77,0.97,484,4.01,0.93,484,NA,NA,0,0.125293,9.93e-4,0.031512,0.125955,0.001036,0.032187,968,0.974686355634882,1349
10175,Pearce et al.,2019,1,2.898,Risk Theory,Protection motivation theory,NA,2,0,2,101752,0,1,Denmark,2016,1503,2,0,British population (online panels),0,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,4,90.6,NA,2,1,"Run, Hide, Tell campaign",5,1,0,NA,0,0,NA,-99,-99,NA,Leaflet,1,Trust in police,0,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,2,Table 1 on p. 1683,"m, sd",NA,NA,NA,3.95,0.89,492,4.09,0.87,489,NA,NA,0,0.163466,9.6e-4,0.030984,0.164946,0.00103,0.032094,974,0.999269618538642,1351
10176,Quirin et al.,2014,1,2.515,TMT,Threat-related action orientation,NA,1,0,1,101761,0,1,Germany,NA,96,0,1,University students,0,NA,25.09,7.39,NA,88.54166666666666,NA,NA,NA,NA,NA,1,NA,NA,4,1,"""Perception Task""",5,1,1,9/11 Attacks; Madrid; London; other attacks across Europe,1,1,2996+,2,0,NA,NA,1,Explicit prejudice 1,0,NA,2,NA,1,2,3,2,99,NA,NA,NA,NA,1,Table 1 on p. 1138,"m, sd",NA,NA,NA,5.41,0.495,63,4.15,0.71,33,NA,NA,0,-0.719737,0.001793,0.042344,-0.9071,0.010753,0.103697,96,0.999999999995539,1353
10176,Quirin et al.,2014,1,2.515,TMT,Threat-related action orientation,NA,1,0,2,101762,0,1,Germany,NA,88,0,1,University students,0,NA,23.47,3.16,NA,48.86363636363637,NA,NA,NA,NA,NA,1,NA,NA,4,1,"""Perception Task""",5,1,1,9/11 Attacks; Madrid; London; other attacks across Europe,1,1,2996+,2,0,NA,NA,1,Implicit prejudice,0,NA,2,NA,3,2,3,2,99,NA,NA,NA,NA,4,Table 1 on p. 1138,"m, sd",NA,NA,NA,3.71,0.375,60,3.43,0.6,29,NA,NA,0,-0.274566,0.009244,0.096146,-0.281795,0.011628,0.107833,89,0.747372330015831,1356
10177,Rehman & Vanin,2017,1,1.889,"PTG, Positive effects",NA,NA,0,0,1,101771,0,3,Pakistan,2009,6000,1,0,Pakistani population,0,NA,33.5,11.35,NA,48,NA,NA,NA,NA,NA,4,NA,96,2,1,Terrorist attacks,1,1,0,Mostly Taliban attacks,1,2,NA,2,1,NA,NA,1,Democratic attitudes,0,NA,1,NA,2,NA,NA,NA,11,NA,NA,NA,NA,1,Table 3,r squared,0.036,NA,5626,NA,NA,NA,NA,NA,NA,NA,NA,0,0.189737,1.65e-4,0.012845,0.192064,1.78e-4,0.013342,5626,1,1357
10178,"Roccas, Klar, & Liviatan",2006,1,4.211,NA,NA,NA,0,0,1,101781,0,2,Israel,2001,381,0,1,Jewish Israeli students,0,NA,23,NA,18-39,88.5,NA,NA,NA,NA,NA,4,NA,NA,2,1,Increased violence,1,0,1,Al-Aqsa intifada,1,2,NA,2,1,NA,NA,1,National attachment,0,NA,1,0.89,3,NA,NA,NA,1,NA,NA,NA,NA,4,Table 1 on p. 703,"m, sd",NA,NA,NA,5.42,1.07,216,5.25,1.07,165,NA,NA,0,-0.078482,0.002584,0.050833,-0.078643,0.002646,0.051439,381,0.334090068256461,1358
10179,"Routledge, Juhl, & Matthew",2010,1,0.667,"TMT, Personal Need for Structure",NA,NA,2,0,1,101791,0,3,UK,NA,50,0,1,University students,0,NA,19,NA,18-25,54,NA,NA,NA,NA,NA,4,NA,NA,4,1,Terrorism salience,5,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Nationalistic attitudinal rigidity index,0,NA,1,0.83,3,NA,NA,NA,1,NA,NA,NA,NA,1,Text on p. 245,p-value,0.92,NA,NA,NA,NA,25,NA,NA,25,NA,NA,0,0.014277,0.01999,0.141386,0.014278,0.021277,0.145866,50,0.0508020469668611,1360
10180,Rovenpor et al.,2019,1,5.919,MMM,TMT,NA,1,0,1,101801,0,3,US,NA,255,2,0,MTurkers,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,1,Reminder of fight against ISIS,5,1,0,ISIS Attacks,1,1,NA,2,0,NA,NA,1,Nationalism attachment,0,NA,1,0.96,3,NA,NA,NA,1,NA,NA,NA,NA,1,Text on p. 125,"m, sd",NA,NA,NA,6.31,1.81,127,6.56,1.91,127,NA,NA,0,0.066681,0.003893,0.062394,0.06678,0.003984,0.063119,254,0.185209799627589,1361
10180,Rovenpor et al.,2019,1,5.919,MMM,TMT,NA,1,0,2,101802,0,4,Israel,2014,86,1,0,Israeli adolescents,1,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,1,Israeli-Palestinian conflict escalation,1,0,1,Israeli-Palestinian conflict,1,2,NA,2,1,NA,NA,1,Militaristic attitudes,0,NA,1,0.57,2,NA,NA,NA,8,NA,NA,NA,NA,4,Text on p. 126,"m, sd",NA,NA,NA,5.73,1.83,33,6.07,1.65,33,NA,NA,0,0.09711,0.014797,0.121643,0.097417,0.015873,0.125988,66,0.121492118254034,1364
10180,Rovenpor et al.,2019,1,5.919,MMM,TMT,NA,1,0,3,101803,0,3,Israel,2014,137,1,0,Israeli adolescents,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,1,Israeli-Palestinian conflict escalation,1,0,1,Israeli-Palestinian conflict,1,2,NA,2,1,NA,NA,1,Militaristic attitudes,0,NA,1,0.57,2,NA,NA,NA,8,NA,NA,NA,NA,5,Text on p. 126,"m, sd",NA,NA,NA,6.95,1.55,134,7.41,1.48,134,NA,NA,0,0.150056,0.003525,0.059372,0.151198,0.003774,0.061433,268,0.693372728241055,1365
10180,Rovenpor et al.,2019,1,5.919,MMM,TMT,NA,1,0,4,101804,0,3,Belgium,2015,203,0,0,Citizens of Brussels,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,1,Conflict scope,16,0,1,November 2015 Paris attacks,1,1,130,2,0,NA,NA,1,Escalating policies,0,NA,1,0.87,3,NA,NA,NA,8,NA,NA,NA,NA,6,Text on p. 132,r,0.291,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,0,0.291,0.004148,0.064405,0.299658,0.005,0.070711,203,0.988912537932082,1366
10181,Sadler et al.,2005,1,0.827,Appraisal theory,NA,NA,1,0,1,101811,0,3,US,2001,120,0,1,University students,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,1,Anger,12,0,1,9/11 Attacks,1,2,2996,2,0,NA,NA,1,Support for strong military response,0,NA,1,0.79,3,NA,NA,NA,8,NA,NA,NA,NA,1,Table 1 on p. 252,r,0.43,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,0,0.43,0.005583,0.074719,0.459897,0.008547,0.09245,120,0.998789258145781,1369
10182,Sahar,2008,1,0.833,MSC,NA,NA,1,0,1,101821,0,3,US,2001,113,0,1,University students,0,NA,19.85,NA,NA,76.99115044247787,50.9,NA,NA,NA,NA,1,NA,NA,2,1,Fear,11,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Blind patriotism,0,NA,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,1,Table 2 on p. 193,r,0.22,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.008085,0.089917,0.223656,0.009091,0.095347,113,0.653532630636322,1390
10182,Sahar,2008,1,0.833,MSC,NA,NA,1,0,2,101822,0,3,US,2005,166,0,1,University students,0,NA,19.18,NA,NA,67.46987951807229,51.9,NA,NA,NA,NA,1,NA,NA,2,1,Fear,11,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Blind patriotism,0,NA,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,4,Table 2 on p. 193,r,0.18,NA,166,NA,NA,NA,NA,NA,NA,NA,NA,0,0.18,0.005674,0.075326,0.181983,0.006135,0.078326,166,0.644159364530246,1393
10183,Saleem & Anderson,2013,1,1.826,GAM (socio-cognitive theories of media learning),NA,NA,1,0,1,101831,0,1,US,NA,204,0,1,University students,0,NA,19.57,1.71,NA,49.01960784313725,NA,NA,NA,NA,NA,4,80.3921568627451,NA,2,1,Terrorism videogame: Arab terrorists,5,1,0,NA,1,0,NA,-99,-99,NA,NA,1,Implicit Arab attitudes,0,NA,2,NA,3,2,3,2,99,NA,NA,NA,NA,1,Text on p. 89,"m, sd",NA,NA,NA,0.41,0.31,59,0.58,0.36,59,NA,NA,0,0.245297,0.00726,0.085206,0.250403,0.008696,0.093252,118,0.768950123338553,1397
10183,Saleem & Anderson,2013,1,1.826,GAM (socio-cognitive theories of media learning),NA,NA,1,0,2,101832,0,1,US,NA,250,0,1,University students,0,NA,19.42,1.78,NA,32.800000000000004,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorism videogame,5,1,0,NA,6,0,NA,-99,-99,NA,NA,1,Implicit Arab attitudes,0,NA,2,NA,3,2,3,0,99,NA,NA,NA,NA,9,Text on p. 93,d,0.44,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,0,0.214862,0.004444,0.066663,0.218263,0.005076,0.071246,200,0.866586396154775,1405
10184,Saleem et al.,2017,1,3.021,priming (socio-cognitive theories of media learning),NA,NA,1,0,1,101841,0,3,US,NA,719,0,1,College students,0,NA,19.44,0.5,NA,47,NA,NA,NA,NA,NA,4,NA,0,2,1,Exposure to terrorism news,8,1,0,NA,1,0,NA,-99,-99,NA,NA,1,Support for military action,0,NA,1,0.86,3,NA,NA,NA,8,NA,NA,NA,NA,1,Table 1 on p. 848,r,0.15,NA,715,NA,NA,NA,NA,NA,NA,NA,NA,0,0.15,0.001338,0.036579,0.15114,0.001404,0.03747,715,0.981033441947377,1413
10184,Saleem et al.,2017,1,3.021,priming (socio-cognitive theories of media learning),NA,NA,1,0,2,101842,0,3,US,NA,200,2,0,MTurkers,0,NA,36.74,12.78,NA,56.00000000000001,NA,NA,NA,NA,NA,4,NA,0,2,1,Exposure to terrorism news,8,1,0,NA,1,0,NA,-99,-99,NA,NA,1,Ingroup identification,0,NA,1,0.93,3,NA,NA,NA,1,NA,NA,NA,NA,4,Table 2 on p. 851,r,0.24,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,0,0.24,0.004463,0.066806,0.244774,0.005076,0.071246,200,0.931013757021101,1416
10184,Saleem et al.,2017,1,3.021,priming (socio-cognitive theories of media learning),NA,NA,1,0,3,101843,0,3,US,NA,400,2,1,Mturkers + Students,0,NA,27.939999999999998,NA,NA,49,NA,NA,NA,NA,NA,4,NA,0,2,1,Terrorism news video,2,1,1,2007 attempt attack on Fort Dix,1,2,0,0,0,NA,NA,1,Muslims as aggressive,0,NA,2,0.9,3,1,3,2,99,NA,NA,NA,NA,8,Mail correspondence,f,8.5,NA,NA,NA,NA,99,NA,NA,99,NA,NA,0,0.202885,0.004548,0.067439,0.205739,0.005128,0.07161,198,0.821091974010106,1420
10185,Schildkraut,2009,1,0.691,NA,NA,NA,2,0,1,101851,0,1,US,2004,2800,1,0,American adults,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,58.32142857142857,NA,3,1,Terrorism prime,5,1,1,9/11 Attacks,1,2,2996,2,0,NA,NA,1,Racial profiling,0,NA,3,NA,1,4,3,2,10,NA,NA,NA,NA,1,Text on p. 67,proportions,NA,NA,NA,0.23,NA,1400,0.66,NA,1400,NA,NA,0,0.458507,2.7e-4,0.016432,0.495419,3.58e-4,0.018921,2800,1,1423
10186,Schuller,2015,1,0.51,TMT,MSC,NA,0,0,1,101861,0,2,Germany,2001,NA,1,0,German adults,0,NA,45.989999999999995,NA,NA,51.36,NA,NA,NA,NA,NA,3,NA,NA,4,1,Terrorist attack,1,1,1,9/11 Attacks,1,1,2996,2,0,NA,NA,1,Left-wing party support,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,1,Table A.2,"m, sd",NA,NA,NA,0.262,0.44,36982,0.281,0.45,688,NA,1,0,-0.00578,2.7e-5,0.005196,-0.00578,2.7e-5,0.005196,37670,0.201999679584863,1424
10187,Sekerdej & Kossowska,2011,1,0,Framing of terrorism,NA,NA,1,0,1,101871,0,3,Poland,NA,80,0,0,Employees of a bank,0,NA,28.7,2.8,NA,35,NA,NA,NA,NA,NA,4,NA,NA,4,1,Threat of terrorism,9,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Nationalism,0,NA,1,0.8,3,NA,NA,NA,1,NA,NA,NA,NA,1,Mail correspondence,r,0.33,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,0,0.33,0.010051,0.100255,0.342828,0.012987,0.113961,80,0.856555378930745,1426
10187,Sekerdej & Kossowska,2011,1,0,Framing of terrorism,NA,NA,1,0,2,101872,0,3,Poland,NA,139,0,1,University students,0,NA,23.57,6.2,NA,75.53956834532374,NA,NA,NA,NA,NA,4,NA,NA,4,1,Threat of terrorism,9,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Nationalism,0,NA,1,NA,3,NA,NA,NA,1,NA,NA,NA,NA,3,Mail correspondence,r,0.07,NA,139,NA,NA,NA,NA,NA,NA,NA,NA,0,0.07,0.007176,0.084711,0.070115,0.007353,0.08575,139,0.129781501719337,1428
10188,Shamai & Kimhi,2006,1,1.196,Appraisal theory,NA,NA,1,0,1,101881,0,2,Israel,2000,418,0,1,High school students,1,75.5,16,NA,NA,45.58472553699284,NA,NA,NA,NA,NA,4,NA,NA,2,1,Threat,1,0,0,NA,1,2,NA,2,1,NA,NA,1,Willingness to compromise,0,NA,1,0.82,3,NA,NA,NA,8,NA,NA,NA,NA,1,Table 1 on p. 171,t-test,3.89,NA,NA,3.5,0.72,65,3.1,0.77,353,NA,NA,0,0.187346,0.002233,0.047255,0.189585,0.00241,0.049092,418,0.971702665816889,1430
10189,Sharvit,2014,1,1.993,Ethos of conflict,NA,NA,2,0,1,101891,0,1,Israel,NA,84,0,1,University students,0,NA,23.35,2.49,NA,76.19047619047619,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terror manipulation,1,1,1,Terror attack by Palestinians,1,2,NA,2,1,NA,NA,1,Ethos of Conflict: activation,0,NA,2,0.91,3,2,3,2,99,NA,NA,NA,NA,1,Text on p. 255,f,3.43,NA,NA,NA,NA,41,NA,NA,41,NA,NA,0,0.200374,0.01101,0.104929,0.203122,0.012658,0.112508,82,0.442339707328183,1431
10190,Sharvit et al.,2010,1,1.358,NA,NA,NA,1,0,1,101901,0,2,Israel,1997,4739,1,0,Israeli adults,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,1,Attacks,1,0,1,Terror attacks by Palestinians/from Gaza,1,2,NA,2,1,NA,NA,1,Support for peace process,0,NA,1,NA,2,NA,NA,NA,8,NA,NA,NA,NA,1,Text on p. 113,f,20.73,NA,NA,NA,NA,2352,NA,NA,2387,NA,NA,0,0.065995,2.09e-4,0.014457,0.066091,2.11e-4,0.014526,4739,0.995184180286939,1434
10190,Sharvit et al.,2010,1,1.358,NA,NA,NA,1,0,2,101902,0,2,Israel,2002,NA,1,0,Israeli adults,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,1,Attacks,1,0,1,Terror attacks by Palestinians/from Gaza,1,2,NA,2,1,NA,NA,1,Support for peace process,0,NA,1,NA,2,NA,NA,NA,8,NA,NA,NA,NA,2,Table 2 on p. 114,"m, sd",NA,NA,NA,3.22,1.1599999999999999,724,3.27,1.14,670,NA,NA,0,-0.02171,7.17e-4,0.026777,-0.021713,7.19e-4,0.026814,1394,0.12788432106332,1435
10191,Shoshani & Slone,2008,1,0,TMT,NA,NA,1,0,1,101911,0,1,Israel,NA,300,0,1,University students,0,NA,22.65,3.29,21-30,50,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorism news,2,1,1,Terror attacks by Palestinians/from Gaza,1,2,NA,2,1,NA,NA,1,Stereotype (target: Palestinians),0,NA,2,0.875,3,2,3,2,99,NA,NA,NA,NA,1,Text on p. 634,f,34.6,NA,NA,NA,NA,148,NA,NA,148,NA,NA,0,0.323509,0.002567,0.050666,0.335562,0.003413,0.058421,296,0.99992553397968,1436
10192,Shoshani & Slone,2016,1,2.463,SIT,TMT,ITT,1,0,1,101921,0,1,Israel,2015,118,0,1,University students,1,0,21.74,2.15,NA,50,NA,NA,NA,NA,NA,4,NA,NA,2,1,Terrorism news,2,1,1,Terror attacks by Palestinians/from Gaza,1,2,NA,2,1,NA,Jewish sample,1,Stereotype (target: Palestinians in Occupied Terr.),0,NA,2,0.9,3,2,3,2,99,NA,NA,NA,NA,1,Table 1 on p. 7,mean_gain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.346387025877647,0.0334627644741229,0.182928304190803,0.361332306537784,0.0086955625,0.09325,118,0.973172453971409,1441
10193,Sinclair & LoCicero,2010,1,0,Attachment theory,Evolutionary psychology theory,NA,1,0,1,101931,0,3,US,2003,146,0,1,Undergraduate students,0,NA,20.6,4,NA,61,45.6,NA,NA,NA,NA,3,78.1,NA,2,1,Fear of another terrorist attack,11,0,0,NA,0,0,NA,-99,-99,NA,NA,1,Trust in government to protect them from terrorism,0,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,1,Table 2 on p. 64,r squared,0.021,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,2,0.144914,0.00661,0.081302,0.145941,0.006993,0.083624,146,0.417045980339775,1451
10194,Sirin & Geva,2013,1,0.766,Appraisal theory,NA,NA,1,0,1,101941,0,1,US,NA,83,0,1,Undergraduate students,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,1,Anger manipulation,12,1,1,Hypothetical bomb attack in Israel on US target,6,1,NA,0,0,NA,NA,1,Evacuation vs. military response,0,NA,1,NA,1,NA,NA,NA,8,NA,NA,NA,NA,1,Table 1 on p. 720,logit,1.436,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,2,0.514888,0.006586,0.081154,0.569358,0.0125,0.111803,83,0.999208374807982,1453
10195,Skitka,2005,1,0.642,NA,NA,NA,1,0,1,101951,0,3,US,2002,605,1,0,US adults,1,88,NA,NA,NA,52,NA,4.13,1.6,1-7,0.59,3,79,NA,2,1,Perceived threat,10,1,0,NA,0,0,NA,-99,-99,NA,NA,1,Nationalism (RWA),0,NA,1,0.89,3,NA,NA,NA,5,NA,NA,NA,NA,1,Table 2 on p. 2003,r,0.22,NA,605,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.001499,0.038717,0.223656,0.001661,0.040755,605,0.999793655918783,1454
10196,Skitka et al.,2006,1,0.83,ATT,IET,NA,1,0,1,101961,0,3,US,2002,550,1,0,US adults,1,80,NA,NA,NA,52,NA,4.17,1.61,1-7,0.5957142857142858,3,79,NA,2,1,Anger in response to 9/11,12,1,1,9/11 Attacks,1,2,2996,2,0,NA,NA,1,RWA,0,NA,1,0.89,3,NA,NA,NA,5,NA,NA,NA,NA,1,Table 1 on p. 379,r,0.08,NA,550,NA,NA,NA,NA,NA,NA,NA,NA,0,0.08,0.001798,0.042403,0.080171,0.001828,0.042755,550,0.466805149817847,1463
